Ticker,Name,Market Cap,Sector,Industry
BRE.AX,BRZLINRARE FPO [BRE],677440640,Basic Materials,Other Precious Metals & Mining
BRG.AX,BREVILLE FPO [BRG],5190404608,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BRI.AX,BIG RIVER FPO [BRI],107147384,Basic Materials,Lumber & Wood Production
BRK.AX,BROOKSIDE FPO [BRK],47252008,Energy,Oil & Gas E&P
BRL.AX,BATHURST FPO [BRL],145848624,Basic Materials,Coking Coal
BRN.AX,BRAINCHIP FPO [BRN],694026176,Technology,Semiconductors
BRU.AX,BURUENERGY FPO [BRU],31176398,Energy,Oil & Gas E&P
BRX.AX,BELARAROX FPO [BRX],22301090,Basic Materials,Other Precious Metals & Mining
BSA.AX,BSA AUST FPO [BSA],76279880,Industrials,Engineering & Construction
BSL.AX,BLUESCOPE FPO [BSL],8495875584,Basic Materials,Steel
BSN.AX,BASINENRGY FPO [BSN],1878299,Energy,Uranium
BSX.AX,BLACKSTONE FPO [BSX],14874925,Basic Materials,Other Industrial Metals & Mining
BTC.AX,BTC HEALTH FPO [BTC],23985102,Healthcare,Biotechnology
BTE.AX,BOTALA FPO [BTE],15137516,Utilities,Utilities - Renewable
BTH.AX,BIGTINCAN FPO [BTH],164335216,Technology,Software - Application
BTI.AX,BAILADOR FPO [BTI],172707856,Financial Services,Asset Management
BTM.AX,BREAKMINER FPO [BTM],3284330,Basic Materials,Other Industrial Metals & Mining
BTN.AX,BUTN FPO [BTN],19833496,Financial Services,Credit Services
BTR.AX,BRIGHTSTA FPO [BTR],227924000,Basic Materials,Gold
BUB.AX,BUBS AUST FPO [BUB],86633608,Consumer Defensive,Packaged Foods
BUR.AX,BURLEY MIN FPO [BUR],12180052,Basic Materials,Other Industrial Metals & Mining
BUS.AX,BUBALUS FPO [BUS],5116440,Basic Materials,Other Industrial Metals & Mining
BUX.AX,BUXTONRES FPO [BUX],8224434,Basic Materials,Other Industrial Metals & Mining
BUY.AX,BOUNTY OIL FPO [BUY],4682820,Energy,Oil & Gas E&P
BVR.AX,BELLAVISTA FPO [BVR],39950000,Basic Materials,Other Industrial Metals & Mining
BVS.AX,BRAVURA FPO [BVS],1017763520,Technology,Software - Application
BWF.AX,BLACKWALL FPO [BWF],71316280,Financial Services,Asset Management
BWN.AX,BHAGWAN FPO [BWN],165120000,Industrials,Marine Shipping
BWP.AX,BWP TRUST ORD UNITS [BWP],2368856320,Real Estate,REIT - Industrial
BXB.AX,BRAMB LTD FPO [BXB],26854557696,Industrials,Specialty Business Services
BXN.AX,BIOXYNE FPO [BXN],51230748,Consumer Defensive,Packaged Foods
BYH.AX,BRYAH RES FPO [BYH],2013148,Basic Materials,Other Industrial Metals & Mining
C1X.AX,COSMOSEXP FPO [C1X],3088264,Basic Materials,Other Precious Metals & Mining
C29.AX,C29METALS FPO [C29],6096580,Basic Materials,Other Industrial Metals & Mining
C79.AX,CHRYSOSLTD FPO [C79],571506112,Technology,Software - Application
C7A.AX,CLARA RES FPO [C7A],2670498,Basic Materials,Other Industrial Metals & Mining
CAA.AX,CAPRAL FPO [CAA],170332000,Basic Materials,Aluminum
CAE.AX,CANNINDAH FPO [CAE],29123200,Basic Materials,Other Precious Metals & Mining
CAF.AX,C ALLIANCE FPO [CAF],63642240,Financial Services,Asset Management
CAG.AX,CAPE RANGE FPO [CAG],9111197,Technology,Software - Application
CAI.AX,"CAI.AX,0P00006WT5,0",93678200,Basic Materials,Gold
CAM.AX,CLIME CAP FPO [CAM],118436888,Financial Services,Asset Management
CAN.AX,CANN GROUP FPO [CAN],20371268,Healthcare,Drug Manufacturers - Specialty & Generic
CAQ.AX,CAQHOLDLTD FPO [CAQ],5024502,Real Estate,Real Estate - Development
CAR.AX,CAR GROUP FPO [CAR],14246580224,Communication Services,Internet Content & Information
CAT.AX,CATAPULT FPO [CAT],990697600,Technology,Scientific & Technical Instruments
CAV.AX,CARNAVALE FPO [CAV],20451100,Basic Materials,Other Industrial Metals & Mining
CAY.AX,CANYON FPO [CAY],269207200,Basic Materials,Other Industrial Metals & Mining
CAZ.AX,CAZALY RES FPO [CAZ],6458242,Basic Materials,Other Industrial Metals & Mining
CBA.AX,CWLTH BANK FPO [CBA],260926537728,Financial Services,Banks - Diversified
CBE.AX,COBRE FPO [CBE],23075928,Basic Materials,Other Industrial Metals & Mining
CBH.AX,COOLABAH FPO [CBH],3130323,Basic Materials,Other Precious Metals & Mining
CBL.AX,CTRLBIONIC FPO [CBL],15623194,Healthcare,Medical Devices
CBO.AX,COBRAM FPO [CBO],867214080,Consumer Defensive,Packaged Foods
CBY.AX,CANTERBURY FPO [CBY],4541143,Basic Materials,Other Precious Metals & Mining
CC5.AX,CLEVERCUL FPO [CC5],33436770,Technology,Software - Infrastructure
CC9.AX,CHARIOT FPO [CC9],21281806,Basic Materials,Other Industrial Metals & Mining
CCA.AX,CHANGEFL FPO [CCA],38463768,Technology,Information Technology Services
CCE.AX,CARNEGIE FPO [CCE],12817105,Utilities,Utilities - Renewable
CCG.AX,COMMS GRP FPO [CCG],30315404,Technology,Information Technology Services
CCL.AX,CUSCAL LTD FPO [CCL],469326912,N/A,N/A
CCM.AX,CADOUX FPO [CCM],21884164,Basic Materials,Other Industrial Metals & Mining
CCO.AX,CALMERCOIN FPO [CCO],17785950,Consumer Defensive,Packaged Foods
CCP.AX,CREDITCORP FPO [CCP],1124465152,Financial Services,Credit Services
CCR.AX,CREDIT CLR FPO [CCR],140877552,Technology,Information Technology Services
CCV.AX,CASH CONV FPO [CCV],153748528,Consumer Cyclical,Specialty Retail
CCX.AX,CITYCHIC FPO [CCX],36975168,Consumer Cyclical,Apparel Retail
CD1.AX,CD PRIEQU1 UNITS [CD1],23392768,Financial Services,Asset Management
CD2.AX,CD PRIEQU2 UNITS [CD2],46706400,Financial Services,Asset Management
CD3.AX,CD PRIEQU3 UNITS [CD3],97958624,Financial Services,Asset Management
CDA.AX,CODAN FPO [CDA],2893986816,Technology,Scientific & Technical Instruments
CDD.AX,CARDNO FPO [CDD],6445016,Industrials,Engineering & Construction
CDE.AX,CODEIFAI FPO [CDE],3150310,Industrials,Security & Protection Services
CDM.AX,CADENCE FPO [CDM],206560480,Financial Services,Asset Management
CDO.AX,CADOPPFUND FPO [CDO],25599110,N/A,N/A
CDP.AX,CARINDALE UNIT [CDP],371643584,Real Estate,REIT - Retail
CDR.AX,CODRUSMIN FPO [CDR],2811596,Basic Materials,Gold
CDT.AX,CASTLE MIN FPO [CDT],3793620,Basic Materials,Gold
CDX.AX,CARDIEXLTD FPO [CDX],42549256,Healthcare,Medical Devices
CEH.AX,COASTEHLTD FPO [CEH],202915456,Consumer Cyclical,Leisure
CEL.AX,CHAL GOLD FPO [CEL],83996504,Basic Materials,Other Precious Metals & Mining
CEN.AX,CONTACT EN FPO NZX [CEN],6840744960,Utilities,Utilities - Renewable
CF1.AX,COMPLIIFSL FPO [CF1],11492480,Technology,Software - Application
CG1.AX,CARBONXT FPO [CG1],27193880,Basic Materials,Specialty Chemicals
CGF.AX,CHALLENGER FPO [CGF],4155289856,Financial Services,Insurance - Life
CGO.AX,CPT GLOBAL FPO [CGO],2513844,Technology,Information Technology Services
CGR.AX,CGNRESOURC FPO [CGR],7822283,Basic Materials,Other Industrial Metals & Mining
CGS.AX,COGSTATE FPO [CGS],186224848,Healthcare,Health Information Services
CHC.AX,CHARTER HG STP FORUS [CHC],6811156480,Real Estate,Real Estate - Diversified
CHL.AX,CAMPLIFY FPO [CHL],55412808,Communication Services,Internet Content & Information
CHM.AX,CHIMERIC FPO [CHM],9450900,Healthcare,Biotechnology
CHN.AX,CHALICE FPO [CHN],420149184,Basic Materials,Other Industrial Metals & Mining
CHR.AX,CHARGER FPO [CHR],4645212,Basic Materials,Other Industrial Metals & Mining
CHRCA.AX,CHARGER CTG [CHRCA],N/A,N/A,N/A
CHW.AX,CHILWAMIN FPO [CHW],57770016,Basic Materials,Other Industrial Metals & Mining
CI1.AX,"CI1.AX,0P0000FTSP,0",N/A,N/A,N/A
CIA.AX,CHAMP IRON FPO [CIA],2948848384,Basic Materials,Steel
CIN.AX,CARLT.INV. FPO [CIN],809170240,Financial Services,Asset Management
CIP.AX,CEN I REIT ORD UNIT [CIP],1809553280,Real Estate,REIT - Industrial
CIW.AX,CLIME INV FPO [CIW],27007656,Financial Services,Asset Management
CKA.AX,COKAL FPO [CKA],67973856,Basic Materials,Coking Coal
CKF.AX,COLLINS FD FPO [CKF],840505792,Consumer Cyclical,Restaurants
CL8.AX,CARLYHOLD FPO [CL8],3488810,Industrials,Rental & Leasing Services
CLA.AX,CELRES FPO [CLA],24023160,Basic Materials,Other Industrial Metals & Mining
CLE.AX,CYCLONE FPO [CLE],53237000,Basic Materials,Other Industrial Metals & Mining
CLG.AX,CLOSELOOP FPO [CLG],130303248,Industrials,Waste Management
CLU.AX,CLUEY LTD FPO [CLU],14112960,Consumer Defensive,Education & Training Services
CLV.AX,CLOVER FPO [CLV],67634600,Consumer Defensive,Packaged Foods
CLW.AX,CHTR H LWR STAPLED [CLW],2712853248,Real Estate,REIT - Diversified
CLX.AX,CTI LOGIST FPO [CLX],152506912,Industrials,Integrated Freight & Logistics
CLZ.AX,CLASSICMIN FPO [CLZ],1544030,Basic Materials,Other Industrial Metals & Mining
CMB.AX,CAMBIUM FPO [CMB],5577768,N/A,N/A
CMD.AX,CASSISUSMI FPO [CMD],6504047,Basic Materials,Other Industrial Metals & Mining
CMG.AX,CRITICMIN FPO [CMG],11886171,Basic Materials,Other Industrial Metals & Mining
CML.AX,CONNECTMIN FPO [CML],9656640,Basic Materials,Other Industrial Metals & Mining
CMM.AX,CAPMETALS FPO [CMM],2783099392,Basic Materials,Gold
CMO.AX,COSMOMETAL FPO [CMO],2619860,Basic Materials,Other Industrial Metals & Mining
CMP.AX,COMPUMEDIC FPO [CMP],48699048,Healthcare,Medical Devices
CMW.AX,CROMWELL STAPLED [CMW],1073736704,Real Estate,REIT - Office
CMX.AX,CHEMX FPO [CMX],3354572,Industrials,Electrical Equipment & Parts
CNB.AX,CARNABYRES FPO [CNB],80595752,Basic Materials,Other Precious Metals & Mining
CND.AX,CONDORENER FPO [CND],11726680,Energy,Oil & Gas E&P
CNI.AX,CENTURIA STAPLED [CNI],1469262848,Real Estate,REIT - Diversified
CNJ.AX,CONICO LTD FPO [CNJ],2137383,Basic Materials,Other Industrial Metals & Mining
CNQ.AX,CLEAN TEQ FPO [CNQ],20950268,Utilities,Utilities - Regulated Water
CNU.AX,CHORUS FPO NZX [CNU],3388657408,Communication Services,Telecom Services
COB.AX,COBALT BLU FPO [COB],28323372,Basic Materials,Other Industrial Metals & Mining
COD.AX,CODAMINLTD FPO [COD],24141652,Basic Materials,Other Industrial Metals & Mining
COF.AX,CENTOREIT ORD UNIT [COF],674989696,Real Estate,REIT - Office
COG.AX,CONOPERGRP FPO [COG],207120160,Financial Services,Capital Markets
COH.AX,COCHLEAR FPO [COH],19707486208,Healthcare,Medical Devices
COI.AX,COMETRIDGE FPO [COI],173483808,Energy,Oil & Gas E&P
COL.AX,COLESGROUP FPO [COL],25291274240,Consumer Defensive,Grocery Stores
COS.AX,COSOL FPO [COS],183808880,Technology,Information Technology Services
COV.AX,CLEO DIAGN FPO [COV],44975000,Healthcare,Medical Devices
COY.AX,COPPERMOLY FPO [COY],9907199,Basic Materials,Other Precious Metals & Mining
CPM.AX,COOPERMET FPO [CPM],3212583,Basic Materials,Other Industrial Metals & Mining
CPN.AX,CASPIN FPO [CPN],6581807,Basic Materials,Other Industrial Metals & Mining
CPO.AX,CULPEO FPO [CPO],4839164,Basic Materials,Copper
CPU.AX,CSHARE FPO [CPU],19876978688,Financial Services,Capital Markets
CPV.AX,CLEARVUE FPO [CPV],69732000,Technology,Solar
CQE.AX,CHSOCINFRA UNIT [CQE],960059456,Real Estate,REIT - Specialty
CQR.AX,CHRETAILRT UNIT [CQR],1836686848,Real Estate,REIT - Retail
CR1.AX,CONSTELL FPO [CR1],12607840,Basic Materials,Other Industrial Metals & Mining
CR3.AX,COREENERGY FPO [CR3],3525207,Basic Materials,Other Industrial Metals & Mining
CR9.AX,CORELLARES FPO [CR9],1870972,Basic Materials,Other Industrial Metals & Mining
CRB.AX,CARBINE FPO [CRB],2206952,Basic Materials,Other Industrial Metals & Mining
CRD.AX,CONRADASIA CDI 1:1 [CRD],157720640,Energy,Oil & Gas E&P
CRI.AX,CRITICALIM FPO [CRI],37638300,Basic Materials,Other Industrial Metals & Mining
CRN.AX,CORONADO CDI 10:1 [CRN],13929749504,Basic Materials,Coking Coal
CRR.AX,CRITICAL FPO [CRR],14591761,Basic Materials,Other Industrial Metals & Mining
CRS.AX,CAPRICE FPO [CRS],9474919,Basic Materials,Other Industrial Metals & Mining
CSC.AX,CAPSTONE CDI 1:1 [CSC],8047474176,Basic Materials,Copper
CSL.AX,CSL FPO [CSL],138042572800,Healthcare,Biotechnology
CSS.AX,CLEAN SEAS FPO [CSS],17916856,Consumer Defensive,Farm Products
CST.AX,CASTILERES FPO [CST],20698552,Basic Materials,Other Industrial Metals & Mining
CSX.AX,CLEANSPACE FPO [CSX],36732196,Healthcare,Medical Devices
CT1.AX,CONST TECH FPO [CT1],2949460,Technology,Information Technology Services
CTD.AX,CORP TRAV FPO [CTD],1858340224,Consumer Cyclical,Travel Services
CTE.AX,CRYOSITE FPO [CTE],38071488,Healthcare,Diagnostics & Research
CTM.AX,CENTAURUS FPO [CTM],173845344,Basic Materials,Other Industrial Metals & Mining
CTN.AX,CATALINA FPO [CTN],4975040,Basic Materials,Gold
CTO.AX,CITIGOLD FPO [CTO],9000000,Basic Materials,Gold
CTP.AX,CENT PETRL FPO [CTP],40243932,Energy,Oil & Gas E&P
CTQ.AX,CARETEQLTD FPO [CTQ],2371190,Healthcare,Health Information Services
CTT.AX,CETTIRE FPO [CTT],510858944,Consumer Cyclical,Luxury Goods
CU6.AX,CLARITY PH FPO [CU6],1241538560,Healthcare,Biotechnology
CUE.AX,CUE FPO [CUE],67072992,Energy,Oil & Gas E&P
CUF.AX,CUFE FPO [CUF],10693360,Basic Materials,Other Industrial Metals & Mining
CUL.AX,CULLEN RES FPO [CUL],2773608,Basic Materials,Other Industrial Metals & Mining
CUP.AX,COUNT FPO [CUP],130817664,Industrials,Specialty Business Services
CUS.AX,COPPER FPO [CUS],3414840,Basic Materials,Other Precious Metals & Mining
CUV.AX,CLINUVEL FPO [CUV],577700480,Healthcare,Biotechnology
CVB.AX,CURVEBEAM FPO [CVB],52622868,Healthcare,Medical Devices
CVC.AX,CVC LTD FPO [CVC],268262800,Financial Services,Asset Management
CVL.AX,CIVMEC FPO [CVL],671256960,Industrials,Engineering & Construction
CVN.AX,CARNARVON FPO [CVN],268363520,Energy,Oil & Gas E&P
CVR.AX,CAVALIER FPO [CVR],5668535,Basic Materials,Gold
CVV.AX,CARAVELMIN FPO [CVV],108703144,Basic Materials,Copper
CVW.AX,CLEARVIEW FPO [CVW],236776704,Financial Services,Insurance - Life
CWP.AX,CEDARWOODS FPO [CWP],434830848,Real Estate,Real Estate - Development
CWX.AX,CARAWINE FPO [CWX],23612500,Basic Materials,Other Industrial Metals & Mining
CWY.AX,CLEANAWAY FPO [CWY],6135360000,Industrials,Waste Management
CXL.AX,CALIX FPO [CXL],157831232,Basic Materials,Specialty Chemicals
CXM.AX,CENTREX FPO [CXM],14749303,Basic Materials,Other Industrial Metals & Mining
CXO.AX,CORE EXP FPO [CXO],186442736,Basic Materials,Other Industrial Metals & Mining
CXU.AX,CAULDRON FPO [CXU],18998202,Basic Materials,Other Industrial Metals & Mining
CXZ.AX,CONNEXION FPO [CXZ],21596588,Technology,Software - Application
CY5.AX,CYGNUSMETA FPO [CY5],101798400,Basic Materials,Other Industrial Metals & Mining
CYB.AX,AUCYBER FPO [CYB],22898822,Technology,Software - Infrastructure
CYC.AX,CYCLOPHARM FPO [CYC],221718320,Healthcare,Medical Distribution
CYG.AX,COVENTRY FPO [CYG],140763376,Industrials,Industrial Distribution
CYL.AX,CAT METALS FPO [CYL],677952000,Basic Materials,Gold
CYM.AX,CYPRIUMMET FPO [CYM],44503680,Basic Materials,Copper
CYP.AX,CYNATA THR FPO [CYP],51806580,Healthcare,Biotechnology
CYQ.AX,CYCLIQ FPO [CYQ],2302585,Consumer Cyclical,Leisure
CZN.AX,CORAZON FPO [CZN],2335820,Basic Materials,Other Industrial Metals & Mining
CZR.AX,COZIRONRES FPO [CZR],47347004,Basic Materials,Other Industrial Metals & Mining
D2O.AX,DUXTON FPO [D2O],206451984,Utilities,Utilities - Regulated Water
D3E.AX,D3 ENERGY FPO [D3E],8214060,N/A,N/A
DAF.AX,DIS ALASKA FPO [DAF],4684700,Basic Materials,Gold
DAL.AX,DALAROO FPO [DAL],4967500,Basic Materials,Other Industrial Metals & Mining
DBF.AX,DUXTONFARM FPO [DBF],57002860,Consumer Defensive,Farm Products
DBI.AX,DALRYMPLE STAPLED [DBI],1710378880,Industrials,Integrated Freight & Logistics
DBO.AX,DIABLO FPO [DBO],1855277,Basic Materials,Gold
DCC.AX,DIGITALX FPO [DCC],60198320,Technology,Software - Infrastructure
DCL.AX,"DCL.AX,0P00018JIG,0",N/A,N/A,N/A
DDB.AX,DYNAMIC FPO [DDB],39365700,Industrials,Engineering & Construction
DDR.AX,DICKERDATA FPO [DDR],1514823040,Technology,Electronics & Computer Distribution
DDT.AX,DATADOT FPO [DDT],4843800,Industrials,Security & Protection Services
DEG.AX,DEGREY FPO [DEG],4637730816,Basic Materials,Gold
DEL.AX,DELOREANCP FPO [DEL],36345872,Utilities,Utilities - Renewable
DEM.AX,DEMEM LTD FPO [DEM],38063088,Industrials,Pollution & Treatment Controls
DES.AX,DESOTORES FPO [DES],6295848,Basic Materials,Other Industrial Metals & Mining
DEV.AX,DEVEXRESOU FPO [DEV],38868808,Basic Materials,Other Industrial Metals & Mining
DGH.AX,DESANE FPO [DGH],34978052,Real Estate,Real Estate Services
DGL.AX,DGL GROUP FPO [DGL],161152112,Basic Materials,Specialty Chemicals
DGR.AX,DGR GLOBAL FPO [DGR],10436999,Basic Materials,Other Industrial Metals & Mining
DGT.AX,DIGICO INF STAPLED [DGT],N/A,N/A,N/A
DHG.AX,DOMAIN FPO [DHG],1635991680,Communication Services,Internet Content & Information
DJW.AX,DJW INVEST FPO [DJW],854443072,Financial Services,Asset Management
DKM.AX,DUKETON FPO [DKM],11017080,Basic Materials,Other Industrial Metals & Mining
DLI.AX,DELTA FPO [DLI],136142976,Basic Materials,Gold
DM1.AX,DESERTML FPO [DM1],7487928,Basic Materials,Other Industrial Metals & Mining
DME.AX,DOMEGOLD FPO [DME],69375072,Basic Materials,Other Industrial Metals & Mining
DMG.AX,DRAGONMOUN FPO [DMG],1578688,Basic Materials,Gold
DMM.AX,"DMM.AX,0P0000A16O,0",N/A,N/A,N/A
DMP.AX,DOMINOS FPO [DMP],2685182208,Consumer Cyclical,Restaurants
DNA.AX,DONACO FPO [DNA],34572440,Consumer Cyclical,Resorts & Casinos
DOC.AX,DOCTORCARE CDI 1:1 [DOC],28233744,Healthcare,Health Information Services
DOW.AX,DOWNER EDI FPO [DOW],3472037632,Industrials,Engineering & Construction
DRE.AX,DREDNOUGHT FPO [DRE],45213600,Basic Materials,Other Industrial Metals & Mining
DRO.AX,DRONE FPO [DRO],667168000,Technology,Computer Hardware
DRR.AX,DETERRA RE FPO [DRR],2072935168,Basic Materials,Other Industrial Metals & Mining
DRX.AX,DIATREME FPO [DRX],110182160,Basic Materials,Other Industrial Metals & Mining
DSE.AX,DROPSUITE FPO [DSE],326706208,Technology,Software - Infrastructure
DSK.AX,DUSK FPO [DSK],73787456,Consumer Cyclical,Specialty Retail
DTI.AX,DTI GROUP FPO [DTI],5363964,Industrials,Security & Protection Services
DTL.AX,DATA3 FPO [DTL],986763968,Technology,Information Technology Services
DTM.AX,DARTMIN FPO [DTM],5382504,Basic Materials,Other Industrial Metals & Mining
DTR.AX,DATELINE FPO [DTR],7548780,Basic Materials,Gold
DTZ.AX,DOTZ NANO FPO [DTZ],50126164,Basic Materials,Specialty Chemicals
DUB.AX,DUBBER FPO [DUB],109181096,Technology,Software - Application
DUG.AX,DUG TECH FPO [DUG],177075280,Technology,Information Technology Services
DUI.AX,DUI FPO [DUI],1138699008,Financial Services,Asset Management
DUN.AX,DUNDAS FPO [DUN],3538194,Basic Materials,Other Precious Metals & Mining
DUR.AX,DURATEC FPO [DUR],350338368,Industrials,Engineering & Construction
DVL.AX,DORSAVI FPO [DVL],8043618,Technology,Scientific & Technical Instruments
DVP.AX,DEVELOP FPO [DVP],646422336,Basic Materials,Other Industrial Metals & Mining
DXB.AX,DIMERIX FPO [DXB],281722848,Healthcare,Biotechnology
DXC.AX,DEXUSCONV STAPLED [DXC],393984992,Real Estate,REIT - Retail
DXI.AX,DEXUSIND STAPLED [DXI],843938240,Real Estate,REIT - Industrial
DXN.AX,DXNLIMITED FPO [DXN],15749777,Technology,Information Technology Services
DXS.AX,DEXUS STAPLED [DXS],7120273408,Real Estate,REIT - Office
DY6.AX,DY6METALS FPO [DY6],2398500,Basic Materials,Other Industrial Metals & Mining
DYL.AX,D YELLOW FPO [DYL],1166834432,Energy,Uranium
DYM.AX,DYNAMETALS FPO [DYM],13960725,Basic Materials,Other Industrial Metals & Mining
E25.AX,ELEMENT25 FPO [E25],57177116,Basic Materials,Other Industrial Metals & Mining
E79.AX,E79GOLD FPO [E79],2043260,Basic Materials,Gold
EAT.AX,ENTREWARDS FPO [EAT],3926370,Technology,Software - Infrastructure
EAX.AX,ENERGY ACT FPO [EAX],11109699,Industrials,Specialty Business Services
EBG.AX,EUMUNDI FPO [EBG],84107584,Consumer Cyclical,Lodging
EBO.AX,EBOS FPO NZ [EBO],6472944128,Healthcare,Medical Distribution
EBR.AX,EBR SYSTEM CDI FORUS [EBR],517441792,Healthcare,Medical Devices
ECF.AX,ELANOR COM STAPLED [ECF],248271216,Real Estate,Real Estate Services
ECH.AX,ECHELON FPO [ECH],73903832,Energy,Oil & Gas E&P
ECL.AX,EXCELSIOR FPO [ECL],90751224,Industrials,Electrical Equipment & Parts
ECP.AX,ECP EMERGE FPO [ECP],25160736,Financial Services,Asset Management
ECS.AX,ECSBOTANIC FPO [ECS],20736802,Healthcare,Drug Manufacturers - Specialty & Generic
ECT.AX,ENVIRON FPO [ECT],6343620,Industrials,Pollution & Treatment Controls
EDC.AX,EILDON CAP STAPLED [EDC],41091404,Real Estate,Real Estate Services
EDE.AX,EDEN INNOV FPO [EDE],4109880,Industrials,Specialty Industrial Machinery
EDU.AX,EDU H LTD FPO [EDU],15055299,Consumer Defensive,Education & Training Services
EDV.AX,ENDEAVOUR FPO [EDV],7325108224,Consumer Defensive,Beverages - Wineries & Distilleries
EE1.AX,EARTHSENE FPO [EE1],8253575,Basic Materials,Other Industrial Metals & Mining
EEG.AX,EMPIRE ENE FPO [EEG],233978992,Energy,Oil & Gas E&P
EEL.AX,ENRGELELTD FPO [EEL],3253780,Basic Materials,Other Industrial Metals & Mining
EFE.AX,EASTERNRES FPO [EFE],3530520,Basic Materials,Other Industrial Metals & Mining
EG1.AX,EVERGREEN FPO [EG1],10502524,Basic Materials,Other Industrial Metals & Mining
EGG.AX,ENERO FPO [EGG],99808616,Communication Services,Advertising Agencies
EGH.AX,EUR GROUP FPO [EGH],248144112,Real Estate,Real Estate Services
EGL.AX,ENVN GROUP FPO [EGL],108441928,Industrials,Pollution & Treatment Controls
EGN.AX,ENGENCO FPO [EGN],56878740,Industrials,Railroads
EGR.AX,ECOGRAF FPO [EGR],39509484,Basic Materials,Other Industrial Metals & Mining
EGY.AX,ENERGYTECH FPO [EGY],16064892,Industrials,Electrical Equipment & Parts
EHL.AX,EMECO HLDG FPO [EHL],458761888,Industrials,Rental & Leasing Services
EIQ.AX,ECHOIQLTD FPO [EIQ],150072864,Technology,Software - Application
EL8.AX,ELEVATEURA FPO [EL8],115684808,Energy,Uranium
ELD.AX,ELDERS FPO [ELD],1315975424,Consumer Defensive,Farm Products
ELS.AX,ELSIGHT FPO [ELS],66985168,Technology,Communication Equipment
ELT.AX,ELEMENTOS FPO [ELT],16056977,Basic Materials,Other Industrial Metals & Mining
EM2.AX,EAGLE MML FPO [EM2],4407236,Basic Materials,Other Industrial Metals & Mining
EMB.AX,EMBELTON FPO [EMB],18255496,Industrials,Building Products & Equipment
EMC.AX,EVEREST MC FPO [EMC],32448680,Basic Materials,Other Industrial Metals & Mining
EMD.AX,EMYRIAL FPO [EMD],15199437,Healthcare,Health Information Services
EME.AX,ENERGY MET FPO [EME],17823056,Energy,Uranium
EMH.AX,EUROMETALS FPO [EMH],34055100,Basic Materials,Other Industrial Metals & Mining
EML.AX,EMLPAYMENT FPO [EML],304395232,Technology,Software - Infrastructure
EMN.AX,EUROMNGNSE CDI 1:1 [EMN],15779186,Basic Materials,Other Industrial Metals & Mining
EMP.AX,EMPEROR FPO [EMP],25575660,Energy,Oil & Gas E&P
EMR.AX,EMERALD FPO [EMR],2233953024,Basic Materials,Gold
EMS.AX,EASTMETALS FPO [EMS],1705140,Basic Materials,Other Precious Metals & Mining
EMT.AX,EMETALS FPO [EMT],3400000,Basic Materials,Other Industrial Metals & Mining
EMU.AX,EMU NL FPO [EMU],4809475,Basic Materials,Other Industrial Metals & Mining
EMUCA.AX,"EMUCA.AX,0P0001769T,0",N/A,N/A,N/A
EMV.AX,EMVISION FPO [EMV],156495184,Healthcare,Medical Devices
ENL.AX,ENLITIC CDI FORUS [ENL],33239150,Healthcare,Health Information Services
ENN.AX,ELANOR STAPLED [ENN],124805640,Financial Services,Asset Management
ENR.AX,ENCOUNTER FPO [ENR],152131568,Basic Materials,Other Industrial Metals & Mining
ENT.AX,ENT METALS FPO [ENT],3534960,Basic Materials,Other Industrial Metals & Mining
ENV.AX,ENOVMINLTD FPO [ENV],5909574,Basic Materials,Other Industrial Metals & Mining
ENX.AX,ENEGEX FPO [ENX],5713829,Basic Materials,Other Industrial Metals & Mining
EOF.AX,ECOFIBRE FPO [EOF],12123968,Healthcare,Drug Manufacturers - Specialty & Generic
EOL.AX,ENERGY ONE FPO [EOL],225250480,Technology,Software - Application
EOS.AX,ELEC OPTIC FPO [EOS],247943312,Industrials,Aerospace & Defense
EPM.AX,ECLMETALS FPO [EPM],17794420,Basic Materials,Other Industrial Metals & Mining
EPN.AX,"EPN.AX,0P0001A3T0,0",N/A,N/A,N/A
EPX.AX,EPT GLOBAL FPO [EPX],13780368,Technology,Software - Infrastructure
EPY.AX,EARLYPAY FPO [EPY],53080752,Financial Services,Credit Services
EQE.AX,"EQE.AX,0P00006WD4,0",N/A,N/A,N/A
EQN.AX,EQUINOX FPO [EQN],12385000,Basic Materials,Steel
EQR.AX,EQ RES FPO [EQR],91066176,Basic Materials,Other Industrial Metals & Mining
EQS.AX,EQSTORYGRP FPO [EQS],3078390,Financial Services,Capital Markets
EQT.AX,EQUITY TR FPO [EQT],847728320,Financial Services,Asset Management
EQX.AX,EQUATORIAL FPO [EQX],13801725,Basic Materials,Steel
ERA.AX,ERA FPO 'A' [ERA],1216188032,Energy,Uranium
ERD.AX,EROAD FPO NZX [ERD],178736848,Technology,Software - Infrastructure
ERG.AX,ENECOREFRE FPO [ERG],5719518,Consumer Defensive,Beverages - Non-Alcoholic
ERL.AX,EMPIRE RES FPO [ERL],5935640,Basic Materials,Other Precious Metals & Mining
ERM.AX,EMMERSON FPO [ERM],49578284,Basic Materials,Gold
ERW.AX,ERRAWARRA FPO [ERW],5755242,Basic Materials,Other Industrial Metals & Mining
ESK.AX,ETHERSTACK CDI 1:1 [ESK],36923320,Technology,Software - Application
